,hotel_names,city_names,counrtys,contenantels,ratings,reviews
1221,Pullman Kaifeng Jianye,henan,china,asia,(5.0),1447
1222,shangqiu,henan,china,asia,nan,
1223,zhumadian,henan,china,asia,nan,
1224,yongcheng,henan,china,asia,nan,
1225,anyang,henan,china,asia,nan,
1226,hebi,henan,china,asia,nan,
1227,kaifeng,henan,china,asia,nan,
1228,luoyang,henan,china,asia,nan,
1229,nanyang,henan,china,asia,nan,
1230,xinyang,henan,china,asia,nan,
1231,zhengzhou,henan,china,asia,nan,
1232,zhoukou,henan,china,asia,nan,
1233,Mercure Pangkalan Bun,borneo,indonesia,asia,nan,
1234,ibis Pontianak City Center,borneo,indonesia,asia,(5.0),712
1235,Novotel Banjarmasin Airport,borneo,indonesia,asia,(4.0),478
1236,ibis Balikpapan,borneo,indonesia,asia,(3.5),247
1237,Ibis Samarinda,borneo,indonesia,asia,(5.0),674
1238,Mercure Samarinda,borneo,indonesia,asia,(5.0),1142
1239,Mercure Pontianak City Center,borneo,indonesia,asia,(4.5),1460
1240,Novotel Balikpapan,borneo,indonesia,asia,(4.0),638
1241,kalimantan central,borneo,indonesia,asia,nan,
1242,kalimantan du sud,borneo,indonesia,asia,nan,
1243,kalimantan occidental,borneo,indonesia,asia,nan,
1244,kalimantan oriental,borneo,indonesia,asia,nan,
1245,Pullman Bali Legian Beach,petites iles de la sonde,indonesia,asia,(4.5),5545
1246,ibis Styles Bali Denpasar,petites iles de la sonde,indonesia,asia,(3.5),420
1247,The Kuta Beach Heritage Hotel Bali - Managed by Accor,petites iles de la sonde,indonesia,asia,(4.0),2018
1248,Peppers Seminyak,petites iles de la sonde,indonesia,asia,nan,
1249,Sofitel Bali Nusa Dua Beach Resort,petites iles de la sonde,indonesia,asia,(4.5),8028
1250,Mövenpick Resort & Spa Jimbaran Bali,petites iles de la sonde,indonesia,asia,(4.5),1967
1251,Mercure Resort Sanur,petites iles de la sonde,indonesia,asia,(4.0),3056
1252,ibis Bali Legian Street,petites iles de la sonde,indonesia,asia,(4.0),379
1253,Novotel Bali Ngurah Rai Airport,petites iles de la sonde,indonesia,asia,(4.5),1784
1254,Novotel Lombok Resort & Villas,petites iles de la sonde,indonesia,asia,(4.0),2294
1255,Novotel Bali Nusa Dua - Hotel & Residences,petites iles de la sonde,indonesia,asia,(4.0),3789
1256,ibis Bali Kuta,petites iles de la sonde,indonesia,asia,(4.0),512
1257,bali,petites iles de la sonde,indonesia,asia,nan,
1258,petites iles de la sonde occidentales,petites iles de la sonde,indonesia,asia,nan,
1259,ibis Styles Semarang Simpang Lima,java,indonesia,asia,nan,
1260,Mercure Convention Center Ancol,java,indonesia,asia,(4.0),2383
1261,Mercure Jakarta Pantai Indah Kapuk,java,indonesia,asia,(5.0),2211
1262,Mercure Bandung Nexa Supratman,java,indonesia,asia,(5.0),2123
1263,Novotel Jakarta Mangga Dua Square,java,indonesia,asia,(4.5),2667
1264,Novotel Jakarta Gajah Mada,java,indonesia,asia,(4.5),3341
1265,ibis Bandung Pasteur,java,indonesia,asia,(4.0),414
1266,ibis Styles Bekasi Jatibening,java,indonesia,asia,(5.0),543
1267,ibis Styles Jakarta Tanah Abang,java,indonesia,asia,(5.0),336
1268,Mercure Tangerang Centre,java,indonesia,asia,nan,
1269,ibis budget Jakarta Airport,java,indonesia,asia,(4.0),560
1270,ibis Styles Malang,java,indonesia,asia,(4.0),639
1271,banten,java,indonesia,asia,nan,
1272,jakarta,java,indonesia,asia,nan,
1273,java central,java,indonesia,asia,nan,
1274,java occidental,java,indonesia,asia,nan,
1275,java oriental,java,indonesia,asia,nan,
1276,yogyakarta,java,indonesia,asia,nan,
1277,Mercure Manado Tateli Beach Resort,celebes,indonesia,asia,(4.0),564
1278,Mercure Makassar Nexa Pettarani,celebes,indonesia,asia,(5.0),507
1279,ibis Manado City Center Boulevard,celebes,indonesia,asia,(4.5),556
1280,ibis Styles Makassar Sam Ratulangi,celebes,indonesia,asia,(4.5),127
1281,Novotel Makassar Grand Shayla,celebes,indonesia,asia,(4.5),1764
1282,ibis budget Makassar Airport,celebes,indonesia,asia,(4.5),1018
1283,Novotel Manado Golf Resort & Convention Center,celebes,indonesia,asia,(4.5),1219
1284,ibis Makassar City Center,celebes,indonesia,asia,(4.5),641
1285,sulawesi du nord,celebes,indonesia,asia,nan,
1286,sulawesi du sud,celebes,indonesia,asia,nan,
1287,Mercure Jayapura,nouvelle guinee,indonesia,asia,(4.5),111
1288,papouasie,nouvelle guinee,indonesia,asia,nan,
1289,Novotel Bukittinggi,sumatra,indonesia,asia,(4.0),488
1290,Banyan Tree Bintan,sumatra,indonesia,asia,(4.5),2765
1291,Novotel Bangka - Hotel & Convention Centre,sumatra,indonesia,asia,(4.5),451
1292,Mercure Padang,sumatra,indonesia,asia,(4.5),1165
1293,Mercure Bengkulu,sumatra,indonesia,asia,(5.0),281
1294,Cassia Bintan,sumatra,indonesia,asia,(4.5),1012
1295,ibis Styles Batam Nagoya,sumatra,indonesia,asia,(4.0),259
1296,Angsana Resort Bintan,sumatra,indonesia,asia,(4.0),2327
1297,ibis Styles Medan Pattimura,sumatra,indonesia,asia,(4.5),139
1298,Grand Mercure Maha Cipta Medan Angkasa,sumatra,indonesia,asia,(4.5),1722
1299,Novotel Palembang - Hotel & Residence,sumatra,indonesia,asia,(4.5),1739
1300,Novotel Pekanbaru,sumatra,indonesia,asia,(4.0),299
1301,archipel de riau,sumatra,indonesia,asia,nan,
1302,bengkulu,sumatra,indonesia,asia,nan,
1303,iles bangka belitung,sumatra,indonesia,asia,nan,
1304,lampung,sumatra,indonesia,asia,nan,
1305,riau,sumatra,indonesia,asia,nan,
1306,sumatra du nord,sumatra,indonesia,asia,nan,
1307,sumatra du sud,sumatra,indonesia,asia,nan,
1308,sumatra occidental,sumatra,indonesia,asia,nan,
1309,Novotel Pune Nagar Road,pune,india,asia,(4.5),2546
1310,ibis Pune Viman Nagar,pune,india,asia,(4.5),1506
1311,ibis Pune Hinjewadi,pune,india,asia,(5.0),1040
1312,ibis Navi Mumbai,navi mumbai,india,asia,(4.5),1583
1313,Novotel Goa Resort & Spa,goa,india,asia,(4.5),3583
1314,Novotel Goa Candolim,goa,india,asia,(4.5),3865
1315,ibis Styles Goa Calangute,goa,india,asia,(4.5),2751
1316,Mercure Goa Devaaya Resort,goa,india,asia,(4.5),259
1317,Novotel Goa Dona Sylvia Resort,goa,india,asia,(4.5),4631
1318,Novotel Goa Resort & Spa,candolim,india,asia,(4.5),3583
1319,Novotel Goa Candolim,candolim,india,asia,(4.5),3865
1320,Novotel Goa Candolim,calangute,india,asia,(4.5),3865
1321,ibis Chennai City Centre,chennai,india,asia,(4.5),628
1322,Novotel Chennai Chamiers Road,chennai,india,asia,(5.0),1520
1323,ibis Chennai OMR,chennai,india,asia,(4.5),293
1324,Novotel Chennai OMR,chennai,india,asia,(5.0),632
1325,ibis Chennai Sipcot,chennai,india,asia,(4.5),1336
1326,Novotel Chennai Sipcot,chennai,india,asia,(5.0),2203
1327,Mercure Chennai Sriperumbudur,chennai,india,asia,(5.0),565
1328,Novotel Chennai Sipcot,egattur,india,asia,(5.0),2203
1329,Novotel Imagicaa Khopoli,khopoli,india,asia,(4.5),1712
1330,Mercure Chennai Sriperumbudur,tamil nadu,india,asia,(5.0),565
1331,Novotel Guwahati GS Road,guwahati,india,asia,(4.5),651
1332,Grand Mercure Gandhinagar GIFT City,gujarat,india,asia,(5.0),857
1333,Raffles Udaipur,udaipur,india,asia,nan,
1334,Novotel Okinawa Naha,okinawa,japan,asia,(4.0),147
1335,Mercure Okinawa Naha,okinawa,japan,asia,(4.0),884
1336,ibis Styles Tokyo Bay,chiba,japan,asia,(4.0),9
1337,Mercure Hida Takayama,gifu,japan,asia,nan,
1338,Garrya Nijo Castle Kyoto,kyoto,japan,asia,nan,
1339,ibis Styles Kyoto Shijo,kyoto,japan,asia,(4.0),10
1340,Dhawa Yura Kyoto,kyoto,japan,asia,nan,
1341,Mercure Kyoto Station,kyoto,japan,asia,(4.0),69
1342,ibis Styles Kyoto Station,kyoto,japan,asia,(4.0),1513
1343,ibis Styles Nagoya,nagoya,japan,asia,(4.5),21
1344,Mercure Nagoya Cypress,nagoya,japan,asia,(4.0),288
1345,ibis Styles Osaka Namba,osaka,japan,asia,(3.5),885
1346,ibis Osaka Umeda,osaka,japan,asia,(4.5),172
1347,Mercure Tokyu Stay Osaka Namba,osaka,japan,asia,(3.5),28
1348,Ibis budget Osaka Umeda,osaka,japan,asia,(4.0),54
1349,Swissôtel Nankai Osaka,osaka,japan,asia,(4.5),4344
1350,Mercure Sapporo,sapporo,japan,asia,(4.5),1544
1351,ibis Styles Sapporo,sapporo,japan,asia,(4.5),731
1352,Mercure Tokyo Ginza,tokyo,japan,asia,(4.0),1878
1353,ibis Styles Tokyo Ginza,tokyo,japan,asia,(4.0),116
1354,Pullman Tokyo Tamachi,tokyo,japan,asia,(4.5),343
1355,Mercure Yokosuka,yokosuka,japan,asia,(4.0),308
1356,Novotel Bishkek City Center,bishkek,kyrgyzstan,asia,nan,
1357,Sofitel Phnom Penh Phokeethra,phnom penh,cambodia,asia,(4.5),2032
1358,Novotel Phnom Penh BKK 1,phnom penh,cambodia,asia,nan,
1359,Raffles Hotel Le Royal,phnom penh,cambodia,asia,(4.5),2494
1360,Tribe Phnom Penh Post Office Square,phnom penh,cambodia,asia,(5.0),169
1361,Sofitel Angkor Phokeethra Golf & Spa Resort,siem reap,cambodia,asia,(5.0),4743
1362,Raffles Grand Hotel d'Angkor,siem reap,cambodia,asia,(4.5),66
1363,ibis Styles Siem Reap,siem reap,cambodia,asia,(4.5),136
1364,ibis Ambassador Busan City Centre,busan,south korea,asia,(4.0),947
1365,ibis budget Ambassador Busan Haeundae,busan,south korea,asia,(4.0),402
1366,ibis Ambassador Busan Haeundae,busan,south korea,asia,(3.5),195
1367,Mercure Ambassador Jeju,seogwiposi,south korea,asia,nan,
1368,Grand Mercure Ambassador Changwon,changwon,south korea,asia,(3.5),433
1369,Gyeongwonjae Ambassador Incheon - Associated with Accor,incheon,south korea,asia,(5.0),559
1370,ibis Styles Ambassador Incheon Airport,incheon,south korea,asia,nan,
1371,Sofitel Ambassador Seoul Hotel & Serviced Residences,seoul,south korea,asia,(5.0),332
1372,ibis Styles Ambassador Seoul Gangnam,seoul,south korea,asia,(4.5),584
1373,Novotel Ambassador Seoul Gangnam,seoul,south korea,asia,(4.5),2102
1374,Mondrian Seoul Itaewon,seoul,south korea,asia,(4.5),313
1375,Banyan Tree Club & Spa Seoul,seoul,south korea,asia,(4.5),774
1376,The Ambassador Seoul - A Pullman Hotel,seoul,south korea,asia,(5.0),227
1377,Novotel Ambassador Seoul Dongdaemun Hotels & Residences,seoul,south korea,asia,(4.5),549
1378,ibis Styles Ambassador Seoul Myeongdong,seoul,south korea,asia,(4.5),1557
1379,ibis Ambassador Seoul Myeongdong,seoul,south korea,asia,(4.5),868
1380,ibis Ambassador Seoul Insadong,seoul,south korea,asia,(4.0),1203
1381,ibis Styles Ambassador Seoul Yongsan - Seoul Dragon City,seoul,south korea,asia,(4.5),205
1382,Novotel Ambassador Seoul Yongsan - Seoul Dragon City,seoul,south korea,asia,(4.0),181
1383,ibis Ambassador Suwon,suwon,south korea,asia,(4.0),298
1384,Novotel Ambassador Suwon,suwon,south korea,asia,(4.5),411
1385,Mercure Ambassador Ulsan,ulsan,south korea,asia,(4.5),112
1386,Sofitel Luang Prabang,luang prabang,lao people's democratic republic,asia,(4.5),1030
1387,Maison Souvannaphoum Hotel,luang prabang,lao people's democratic republic,asia,(4.5),1090
1388,3 Nagas Luang Prabang - MGallery,luang prabang,lao people's democratic republic,asia,(4.5),947
1389,Pullman Luang Prabang,luang prabang,lao people's democratic republic,asia,(5.0),340
1390,ibis Vientiane Nam Phu,vientiane,lao people's democratic republic,asia,(4.0),482
1391,Mövenpick Colombo,colombo,sri lanka,asia,(4.5),2101
1392,The Lake Garden Nay Pyi Taw - MGallery,nay pyi taw,myanmar,asia,(4.5),269
1393,Novotel Inle Lake Myat Min,nyaung shwe,myanmar,asia,(4.5),730
1394,Sofitel Inle Lake Myat Min,nyaung shwe,myanmar,asia,(5.0),257
1395,Mercure Mandalay Hill Resort,mandalay,myanmar,asia,(4.0),1782
1396,ibis Styles Mandalay Centre,mandalay,myanmar,asia,nan,
1397,Pullman Yangon Centrepoint,yangon,myanmar,asia,(5.0),360
1398,Novotel Yangon Max,yangon,myanmar,asia,(5.0),2947
1399,Mercure Yangon Kaba Aye,yangon,myanmar,asia,(4.5),408
1400,Novotel Ulaanbaatar,ulaanbaatar,mongolia,asia,(4.5),51
1401,ibis Styles Ulaanbaatar Polaris,ulaanbaatar,mongolia,asia,(4.5),75
1402,Hamilton Princess & Beach Club - A Fairmont Managed Hotel,hamilton,bermuda,north america,(4.5),2762
1403,Fairmont Southampton,southampton,bermuda,north america,(4.0),5189
1404,Fairmont Hotel Macdonald,alberta,canada,north america,(4.5),1727
1405,Fairmont Jasper Park Lodge,alberta,canada,north america,(4.0),6362
1406,Fairmont Banff Springs,alberta,canada,north america,(4.5),9371
1407,Fairmont Château Lake Louise,alberta,canada,north america,(4.5),10014
1408,Fairmont Palliser,alberta,canada,north america,(4.0),3343
1409,lake louise,alberta,canada,north america,nan,
1410,banff,alberta,canada,north america,nan,
1411,calgary,alberta,canada,north america,nan,
1412,edmonton,alberta,canada,north america,nan,
1413,jasper,alberta,canada,north america,nan,
1414,Fairmont Empress,british columbia,canada,north america,(4.0),5276
1415,Fairmont Vancouver Airport,british columbia,canada,north america,(4.5),4671
1416,Hotel Belmont Vancouver MGallery,british columbia,canada,north america,nan,
1417,Fairmont Waterfront,british columbia,canada,north america,(4.5),4515
1418,Fairmont Château Whistler,british columbia,canada,north america,(4.5),5010
1419,Fairmont Hotel Vancouver,british columbia,canada,north america,(4.0),4794
1420,Fairmont Pacific Rim,british columbia,canada,north america,(4.5),4177
1421,whistler,british columbia,canada,north america,nan,
1422,vancouver,british columbia,canada,north america,nan,
1423,victoria,british columbia,canada,north america,nan,
1424,Fairmont Winnipeg,manitoba,canada,north america,(4.0),1550
1425,winnipeg,manitoba,canada,north america,nan,
1426,Novotel Toronto North York,ontario,canada,north america,(3.5),1226
1427,Fairmont Royal York,ontario,canada,north america,(4.0),1524
1428,Novotel Toronto Centre,ontario,canada,north america,(4.5),535
1429,Novotel Ottawa City Centre,ontario,canada,north america,(4.0),1982
1430,Fairmont Château Laurier,ontario,canada,north america,(4.0),4494
1431,Novotel Toronto Vaughan,ontario,canada,north america,(4.0),628
1432,ottawa,ontario,canada,north america,nan,
1433,toronto,ontario,canada,north america,nan,
1434,vaughan,ontario,canada,north america,nan,
1435,Fairmont Le Manoir Richelieu,quebec,canada,north america,(4.0),3817
1436,Fairmont Le Château Montebello,quebec,canada,north america,(4.0),3065
1437,Fairmont Tremblant,quebec,canada,north america,(4.0),2374
1438,Novotel Montreal Centre,quebec,canada,north america,(4.0),2252
1439,Fairmont The Queen Elizabeth,quebec,canada,north america,(4.0),1659
1440,Fairmont Le Château Frontenac,quebec,canada,north america,(4.5),7678
1441,Sofitel Montreal Golden Mile,quebec,canada,north america,(4.5),2893
1442,Novotel Montreal Airport,quebec,canada,north america,(4.0),699
1443,saint laurent,quebec,canada,north america,nan,
1444,la malbaie,quebec,canada,north america,nan,
1445,montebello,quebec,canada,north america,nan,
1446,mont tremblant,quebec,canada,north america,nan,
1447,montreal,quebec,canada,north america,nan,
1448,quebec,quebec,canada,north america,nan,
1449,ibis Aguascalientes Norte,aguascalientes,mexico,north america,(3.5),252
1450,ibis budget Aguascalientes,aguascalientes,mexico,north america,(4.0),18
1451,aguascalientes,aguascalientes,mexico,north america,nan,
1452,Ibis Tijuana Zona Rio,baja california,mexico,north america,(3.5),61
1453,tijuana,baja california,mexico,north america,nan,
1454,ibis Juarez Consulado,chihuahua,mexico,north america,(3.0),212
1455,ibis Chihuahua,chihuahua,mexico,north america,(4.0),309
1456,chihuahua,chihuahua,mexico,north america,nan,
1457,ciudad juarez,chihuahua,mexico,north america,nan,
1458,ibis Torreón,coahuila,mexico,north america,(4.0),24
1459,torreon,coahuila,mexico,north america,nan,
1460,Mondrian Mexico City Condesa,federal district,mexico,north america,nan,
1461,The Paragon Hotel Mexico City Santa Fe By Accor,federal district,mexico,north america,nan,
1462,ibis Styles Mexico Zona Rosa,federal district,mexico,north america,(4.0),641
1463,Novotel Mexico City World Trade Center,federal district,mexico,north america,nan,
1464,Novotel Mexico City Santa Fe,federal district,mexico,north america,(3.5),343
1465,ibis Mexico Perinorte,federal district,mexico,north america,(3.5),256
1466,ibis Mexico Alameda,federal district,mexico,north america,(3.5),688
1467,Sofitel Mexico City Reforma,federal district,mexico,north america,(5.0),1320
1468,ibis Mexico Tlalnepantla,federal district,mexico,north america,(3.5),32
1469,mexico city,federal district,mexico,north america,nan,
1470,santa fe,federal district,mexico,north america,nan,
1471,Fairmont Heritage Place Acapulco,guerrero,mexico,north america,(5.0),75
1472,Banyan Tree Cabo Marqués,guerrero,mexico,north america,(5.0),1802
1473,acapulco,guerrero,mexico,north america,nan,
1474,ibis Irapuato,guanajuato,mexico,north america,(4.0),54
1475,irapuato,guanajuato,mexico,north america,nan,
1476,ibis Guadalajara Expo,jalisco,mexico,north america,(3.5),543
1477,chapala,jalisco,mexico,north america,nan,
1478,guadalajara,jalisco,mexico,north america,nan,
1479,Novotel Mexico City Toreo,mexico state,mexico,north america,nan,
1480,ibis Mexico Perinorte,mexico state,mexico,north america,(3.5),256
1481,cuautitlan izcalli,mexico state,mexico,north america,nan,
1482,naucalpan,mexico state,mexico,north america,nan,
1483,ibis Monterrey Aeropuerto,nuevo león,mexico,north america,(3.0),439
1484,Novotel Monterrey Valle,nuevo león,mexico,north america,(3.5),413
1485,ibis Monterrey Valle,nuevo león,mexico,north america,(3.5),363
1486,monterrey,nuevo león,mexico,north america,nan,
1487,san pedro,nuevo león,mexico,north america,nan,
1488,apodaca,nuevo león,mexico,north america,nan,
1489,Banyan Tree Puebla,puebla,mexico,north america,nan,
1490,puebla,puebla,mexico,north america,nan,
1491,ibis Queretaro,querétaro,mexico,north america,(3.5),344
1492,queretaro,querétaro,mexico,north america,nan,
1493,21c Museum Hotel Bentonville,arkansas,united states,north america,(4.5),868
1494,bentonville,arkansas,united states,north america,nan,
1495,Fairmont Scottsdale Princess,arizona,united states,north america,(4.5),5151
1496,scottsdale,arizona,united states,north america,nan,
1497,Mama Shelter Los Angeles,california,united states,north america,(4.0),842
1498,Sofitel Los Angeles at Beverly Hills,california,united states,north america,nan,
1499,Claremont Club & Spa - A Fairmont Hotel,california,united states,north america,(4.0),2054
1500,Fairmont Century Plaza,california,united states,north america,nan,
1501,Fairmont Miramar - Hotel & Bungalows,california,united states,north america,(4.5),3928
1502,Fairmont Heritage Place - Ghirardelli Square,california,united states,north america,(4.5),878
1503,Fairmont Grand Del Mar,california,united states,north america,(5.0),2333
1504,Fairmont San Francisco,california,united states,north america,(4.5),5024
1505,Fairmont Sonoma Mission Inn & Spa,california,united states,north america,(4.0),2550
1506,berkeley,california,united states,north america,nan,
1507,santa monica,california,united states,north america,nan,
1508,sonoma,california,united states,north america,nan,
1509,los angeles,california,united states,north america,nan,
1510,san diego,california,united states,north america,nan,
1511,san francisco,california,united states,north america,nan,
1512,Fairmont Heritage Place - Franz Klammer Lodge,colorado,united states,north america,(4.5),294
1513,telluride,colorado,united states,north america,nan,
1514,Fairmont Washington D.C. Georgetown,district of columbia,united states,north america,(4.5),3953
1515,Sofitel Washington DC Lafayette Square,district of columbia,united states,north america,(4.5),3908
1516,"washington, d. c.",district of columbia,united states,north america,nan,
1517,Faena Hotel Miami Beach,florida,united states,north america,(4.5),2227
1518,Pullman Miami Airport,florida,united states,north america,(4.0),4936
1519,Berkeley Park MGallery Hotel Collection,florida,united states,north america,nan,
1520,Redbury South Beach,florida,united states,north america,(4.5),2219
1521,SLS BRICKELL HOTEL AND RESIDENCES,florida,united states,north america,nan,
1522,Casa Faena Miami Beach,florida,united states,north america,nan,
1523,Novotel Miami Brickell,florida,united states,north america,(4.5),2975
1524,SLS South Beach Miami,florida,united states,north america,(4.5),3589
1525,SLS LUX Brickell,florida,united states,north america,nan,
1526,miami beach,florida,united states,north america,nan,
1527,miami,florida,united states,north america,nan,
1528,Ala Moana Honolulu by Mantra,hawai'i,united states,north america,(4.0),5135
1529,Fairmont Orchid - Hawaii,hawai'i,united states,north america,(4.5),5822
1530,Fairmont Kea Lani - Maui,hawai'i,united states,north america,(4.5),6091
1531,maui,hawai'i,united states,north america,nan,
1532,hawai’i,hawai'i,united states,north america,nan,
1533,honolulu,hawai'i,united states,north america,nan,
1534,Swissôtel Chicago,illinois,united states,north america,(4.0),6473
1535,21c Museum Hotel Chicago,illinois,united states,north america,(4.0),277
1536,Sofitel Chicago Magnificent Mile,illinois,united states,north america,(4.5),5385
1537,Fairmont Chicago - Millennium Park,illinois,united states,north america,(4.0),4084
1538,chicago,illinois,united states,north america,nan,
1539,21c Museum Hotel Louisville,kentucky,united states,north america,(4.5),1917
1540,21c Museum Hotel Lexington,kentucky,united states,north america,(4.5),1109
1541,lexington,kentucky,united states,north america,nan,
1542,louisville,kentucky,united states,north america,nan,
1543,Fairmont Copley Plaza Boston,massachusetts,united states,north america,(4.5),4574
1544,Raffles Boston,massachusetts,united states,north america,nan,
1545,boston,massachusetts,united states,north america,nan,
1546,21c Museum Hotel Kansas City,missouri,united states,north america,(4.5),280
1547,21c Museum Hotel St Louis,missouri,united states,north america,nan,
1548,saint louis,missouri,united states,north america,nan,
1549,kansas city,missouri,united states,north america,nan,
1550,21c Museum Hotel Durham,north carolina,united states,north america,(4.0),929
1551,durham,north carolina,united states,north america,nan,
